City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
577,Nantucket,US,77.0,clear sky,41.28,-70.1,Jared Coffin House
578,Tahe,CN,84.0,scattered clouds,52.33,124.73,塔河宾馆
579,Ejura,GH,67.95,broken clouds,7.39,-1.36,Fire Servece
580,San Ramon,US,77.14,clear sky,37.78,-121.98,San Ramon Marriott
582,Am Timan,TD,72.1,overcast clouds,11.03,20.28,Palais du chef Canton Salamt
584,Zharkent,KZ,84.78,clear sky,44.16,80.0,гостиница Satti
585,Champerico,GT,81.91,overcast clouds,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
586,Keokuk,US,77.32,overcast clouds,40.4,-91.38,Hampton Inn Keokuk
588,Oriximina,BR,73.51,broken clouds,-1.77,-55.87,Pousada Tia Amélia
590,Merke,KZ,85.17,clear sky,42.87,73.18,Gostinitsa Merki
591,Tilichiki,RU,65.68,clear sky,60.47,166.1,
592,Troy,US,79.68,clear sky,42.61,-83.15,Embassy Suites by Hilton Detroit Troy Auburn Hills
593,Sarkand,KZ,86.27,clear sky,45.41,79.92,Гостиница Сарканд
595,Naperville,US,80.71,clear sky,41.79,-88.15,Chicago Marriott Naperville
598,Oranjestad,AW,80.71,few clouds,12.52,-70.03,Divi Village Golf & Beach Resort
600,Fomboni,KM,76.44,clear sky,-12.28,43.74,Auberge les abou
601,Grivenskaya,RU,67.91,light rain,45.65,38.18,
602,Nicoya,CR,75.02,overcast clouds,10.15,-85.45,Las Cabinas Del Sueño
603,Loandjili,CG,69.91,broken clouds,-4.76,11.86,Résidence ARCHANGE
604,Vila Do Maio,CV,77.79,overcast clouds,15.13,-23.22,Hotel Marilu
605,Imbituba,BR,65.86,few clouds,-28.24,-48.67,Praia Hotel Imbituba
608,Ambon,ID,78.94,scattered clouds,-3.7,128.18,Swiss-Belhotel Ambon
610,Luanda,AO,66.2,few clouds,-8.84,13.23,EPIC SANA Luanda
612,Olinda,BR,73.13,broken clouds,-8.01,-34.86,Hotel 5 Sóis
613,Vetralla,IT,72.12,clear sky,42.31,12.08,Ristorante Dal Sor Francesco Locanda B&B
614,Chake Chake,TZ,72.64,light rain,-5.25,39.77,Hotel Archipelago
615,Gaya,IN,82.31,mist,24.78,85.0,Hotel Viraat Inn Gaya
616,Sumbe,AO,67.03,broken clouds,-11.21,13.84,Hotel Ritz Sumbe
617,Beyneu,KZ,82.49,scattered clouds,45.32,55.2,NUR
619,Zhezkazgan,KZ,82.38,scattered clouds,47.8,67.71,Hotel Zumrat
620,Puerto Ayacucho,VE,73.89,overcast clouds,5.66,-67.62,Posada Turistica Manapiare
625,Oussouye,SN,75.38,overcast clouds,12.48,-16.55,Auberge du Routard
626,Urumqi,CN,77.95,clear sky,43.8,87.6,Hua Ling Grand Hotel Urumqi
629,Sept-Iles,CA,69.8,few clouds,50.2,-66.38,Comfort Inn
634,Urusha,RU,70.63,overcast clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
635,Abdanan,IR,87.22,clear sky,32.99,47.42,سیروس عنبری
636,Ust-Uda,RU,71.1,broken clouds,54.17,103.03,Gostinitsa Ust'-Uda Shans
637,Chara,RU,71.06,light rain,56.91,118.26,
638,Palmerston,AU,85.98,clear sky,-12.49,130.98,Quest Palmerston - Serviced Apartments and Accommodation
639,Kitzingen,DE,70.48,scattered clouds,49.73,10.17,Hotel Kitzinger Hof
641,Amahai,ID,78.55,overcast clouds,-3.33,128.92,HOTEL ISABELA
642,Pali,IN,83.75,broken clouds,25.77,73.33,HOTEL THE AMBA VILAS
644,Praxedis Guerrero,MX,90.0,overcast clouds,31.37,-106.02,Congregación placitas de Otero
645,Cossato,IT,77.9,broken clouds,45.57,8.18,Bed and Breakfast Villa Botto
646,Shenjiamen,CN,83.71,overcast clouds,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
648,Saint Anthony,US,82.0,few clouds,45.02,-93.22,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
650,Najran,SA,83.05,overcast clouds,17.49,44.13,محمد هادي ال فطيح
651,Fort Nelson,CA,70.47,overcast clouds,58.81,-122.7,The Fort Nelson Hotel
652,Vostok,RU,68.0,overcast clouds,46.49,135.88,
653,Le Port,RE,68.0,few clouds,-20.94,55.29,KORBEY D'OR OUEST
655,Angoram,PG,87.71,light rain,-4.06,144.07,
657,Ekibastuz,KZ,75.52,broken clouds,51.67,75.37,"Гостиница ""Savoy"""
661,Palauig,PH,86.59,overcast clouds,15.44,119.9,Villa Raphael Resort
662,Borogontsy,RU,83.77,overcast clouds,62.67,131.17,
663,Crotone,IT,76.19,clear sky,39.09,17.12,Helios Hotel
664,Hong Gai,VN,87.71,overcast clouds,20.96,107.09,Hạ Long DC Hotel
665,Hutchinson,US,85.03,scattered clouds,38.06,-97.93,Hampton Inn Hutchinson
667,Saint Simons,US,77.02,clear sky,31.14,-81.39,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
669,Manaure,CO,81.3,clear sky,11.78,-72.44,HOTEL DEL MAR VENDRA
670,Mora,CM,73.42,overcast clouds,11.05,14.14,Hotel Emergence
673,Bouna,CI,73.31,overcast clouds,9.27,-3.0,Hôtel lababa
674,Gamboula,CF,67.89,light rain,4.12,15.14,
677,Puerto Baquerizo Moreno,EC,69.37,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
678,Bandarbeyla,SO,75.4,clear sky,9.49,50.81,JABIR HOTEL
679,Grand Gaube,MU,68.4,overcast clouds,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
680,Ambilobe,MG,66.94,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
681,Baykit,RU,68.22,scattered clouds,61.67,96.37,
683,Qadirpur Ran,PK,87.69,overcast clouds,30.29,71.67,FAREED SULEMAN FAROOQ KHARAL Home
684,Anderson,US,80.02,broken clouds,34.53,-82.65,The Bleckley Inn
685,Saravan,AM,66.09,clear sky,39.72,45.65,
687,Harper,LR,74.21,overcast clouds,4.38,-7.72,Screensaver
690,Ust-Nera,RU,69.58,overcast clouds,64.57,143.2,Hotel Ust-Nera
691,Cukai,MY,84.56,moderate rain,4.25,103.42,OYO 90038 Dalyla Inn Chalet
692,Flic En Flac,MU,68.56,light rain,-20.27,57.36,Hilton Mauritius Resort & Spa
693,Port-Gentil,GA,73.89,overcast clouds,-0.72,8.78,Fengshui Residence
694,Sakhon Nakhon,TH,83.23,overcast clouds,17.16,104.15,บริษัท สกลแกรนด์พาเลซ จำกัด
698,Herne Bay,GB,66.99,broken clouds,51.37,1.13,Westgrange House Bed and Breakfast
701,Banda Aceh,ID,86.67,broken clouds,5.56,95.32,OYO 884 Rumoh PMI Hotel
702,Ratnagiri,IN,80.64,overcast clouds,16.98,73.3,Hotel Landmark
703,Markala,ML,74.71,overcast clouds,13.7,-6.07,Hôtel Igor
704,Miguel Hidalgo,MX,69.51,few clouds,19.42,-99.2,JW Marriott Hotel Mexico City
705,Russell,US,80.96,overcast clouds,32.35,-85.2,Macs
706,Loudi,CN,88.27,overcast clouds,27.73,111.99,Till Bright Hotel
708,Paveh,IR,77.22,clear sky,35.04,46.36,سوئیت اجاره ای
709,Ebebiyin,GQ,67.05,overcast clouds,2.15,11.34,Vallée-du-Ntem
710,Ormara,PK,83.23,overcast clouds,25.21,64.64,Kenara Colony House for Rent
711,Acarau,BR,74.8,scattered clouds,-2.89,-40.12,castelo pizzaria
712,Soe,ID,74.62,overcast clouds,-9.86,124.28,Dena Hotel
713,Khanpur,PK,88.97,scattered clouds,28.65,70.66,Noor Mahal fresh ice cream
714,Parauna,BR,65.73,clear sky,-16.95,-50.45,Hotel Serras de Paraúna
715,Honiara,SB,87.91,overcast clouds,-9.43,159.95,Heritage Park Hotel
